operator_name,kernel_name,variant_index,mapping_status,input_shapes,input_dtypes,candidate_operators,kernel_event_count,kernel_time_us,operator_kind,source_category,source_library,execution_origin,kernel_time_percent,kernel_time_percent_of_category
aten::_index_put_impl_,at::native::index_elementwise_kernel,5,operator_shape_matched,"[[3],[],[2],[],[]]","[""int"","""",""int"",""Scalar"",""Scalar""]",null,4,6.273,aten,torch_aten,pytorch,eager,0.004907,0.006328
sglang.srt.layers.rotary_embedding.triton_kernels._triton_mrope_forward_fused,_triton_mrope_forward_fused,1,native_marker_operator_shape_matched,"[[2,1536],[2,256],[262400,64],[3,2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""torch.bfloat16"",""torch.bfloat16"",""torch.bfloat16"",""torch.int64"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[bool]"",""Scalar[bool]"",""Scalar[bool]"",""None""]",null,256,385.539,custom,vendor,cuda,eager,0.301593,1.830992
sglang.srt.layers.rotary_embedding.triton_kernels._triton_mrope_forward_fused,_triton_mrope_forward_fused,2,native_marker_operator_shape_matched,"[[32,1536],[32,256],[262400,64],[3,32],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""torch.bfloat16"",""torch.bfloat16"",""torch.bfloat16"",""torch.int64"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[bool]"",""Scalar[bool]"",""Scalar[bool]"",""None""]",null,64,102.722,custom,vendor,cuda,eager,0.080356,0.487845
sglang.srt.layers.attention.triton_ops.decode_attention._fwd_kernel_stage2,_fwd_kernel_stage2,1,native_marker_operator_shape_matched,"[[2,6,8,256],[2,6,8],[2,6,256],[],[3],[2],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""torch.float32"",""torch.float32"",""torch.bfloat16"",""Scalar[float]"",""torch.int32"",""torch.int32"",""None"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[bool]"",""Scalar[int]"",""Scalar[int]""]",null,256,432.897,custom,third_party,sglang,eager,0.33864,5.678442
ChunkGatedDeltaRuleFunction,l2norm_fwd_kernel,1,operator_shape_matched,"[[1,32,4,128],[1,32,4,128],[1,32,12,128],[1,32,12],[1,32,12],[],[3,12,128,128],[2],[3],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""float"",""float"",""Scalar"",""float"",""int"",""int"",""Scalar""]",null,384,425.954,custom,vendor,cuda,eager,0.333208,2.02293
sglang::store_cache,<anonymous>::store_kvcache,1,operator_shape_matched,"[[2,256],[2,256],[6388717,256],[6388717,256],[2],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""long int"",""Scalar"",""Scalar""]",null,256,275.134,custom,third_party,sgl_kernel,eager,0.215227,3.609017
sglang::store_cache,<anonymous>::store_kvcache,2,operator_shape_matched,"[[32,256],[32,256],[6388717,256],[6388717,256],[32],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""long int"",""Scalar"",""Scalar""]",null,64,75.71,custom,third_party,sgl_kernel,eager,0.059225,0.993111
ChunkGatedDeltaRuleFunction,chunk_local_cumsum_scalar_kernel,1,operator_shape_matched,"[[1,32,4,128],[1,32,4,128],[1,32,12,128],[1,32,12],[1,32,12],[],[3,12,128,128],[2],[3],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""float"",""float"",""Scalar"",""float"",""int"",""int"",""Scalar""]",null,192,292.226,custom,vendor,cuda,eager,0.228598,1.387832
sglang.srt.layers.attention.fla.fused_gdn_gating.fused_gdn_gating_kernel,fused_gdn_gating_kernel,1,native_marker_operator_shape_matched,"[[1,32,12],[1,32,12],[12],[32,12],[32,12],[12],[],[],[],[],[],[],[],[]]","[""torch.float32"",""torch.float32"",""torch.float32"",""torch.bfloat16"",""torch.bfloat16"",""torch.bfloat16"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[float]"",""Scalar[float]"",""Scalar[int]"",""Scalar[int]""]",null,192,239.165,custom,third_party,sglang,eager,0.18709,3.1372
aten::argmax,at::native::reduce_kernel,1,operator_shape_matched,"[[2,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",null,20,160.288,aten,torch_aten,pytorch,eager,0.125387,0.161685
aten::copy_,at::native::unrolled_elementwise_kernel,1,operator_shape_matched,"[[2,248320],[2,248320],[]]","[""float"",""c10::BFloat16"",""Scalar""]",null,20,63.073,aten,torch_aten,pytorch,eager,0.04934,0.063623
aten::copy_,at::native::unrolled_elementwise_kernel,2,operator_shape_matched,"[[2],[2],[]]","[""int"",""long int"",""Scalar""]",null,40,47.163,aten,torch_aten,pytorch,eager,0.036894,0.047574
aten::copy_,at::native::unrolled_elementwise_kernel,3,operator_shape_matched,"[[2],[2],[]]","[""long int"",""int"",""Scalar""]",null,12,14.976,aten,torch_aten,pytorch,eager,0.011715,0.015106
aten::copy_,at::native::unrolled_elementwise_kernel,4,operator_shape_matched,"[[16],[16],[]]","[""long int"",""int"",""Scalar""]",null,8,11.233,aten,torch_aten,pytorch,eager,0.008787,0.011331
aten::cat,at::native::unrolled_elementwise_kernel,5,operator_shape_matched,"[[[40],[6388676]],[]]","[""TensorList"",""Scalar""]",null,4,9.632,aten,torch_aten,pytorch,eager,0.007535,0.009716
aten::copy_,at::native::unrolled_elementwise_kernel,6,operator_shape_matched,"[[3],[3],[]]","[""long int"",""int"",""Scalar""]",null,4,4.928,custom,vendor,cuda,eager,0.003855,0.023404
aten::add,at::native::unrolled_elementwise_kernel,7,operator_shape_matched,"[[],[],[]]","[""int"",""int"",""Scalar""]",null,4,3.424,aten,torch_aten,pytorch,eager,0.002678,0.003454
aten::sub,at::native::unrolled_elementwise_kernel,8,operator_shape_matched,"[[2],[2],[]]","[""int"",""int"",""Scalar""]",null,4,3.327,custom,vendor,cuda,eager,0.002603,0.015801
aten::cumsum,at_cuda_detail::cub::detail::scan::DeviceScanKernel,1,operator_shape_matched,"[[2],[],[]]","[""long int"",""Scalar"",""""]",null,16,21.695,aten,torch_aten,pytorch,eager,0.016971,0.021884
aten::cumsum,at_cuda_detail::cub::detail::scan::DeviceScanKernel,2,operator_shape_matched,"[[2],[],[]]","[""int"",""Scalar"",""""]",null,12,17.728,aten,torch_aten,pytorch,eager,0.013868,0.017882
aten::cumsum,at_cuda_detail::cub::detail::scan::DeviceScanKernel,3,operator_shape_matched,"[[3],[],[]]","[""int"",""Scalar"",""""]",null,4,5.375,custom,vendor,cuda,eager,0.004205,0.025527
aten::arange,<anonymous>::elementwise_kernel_with_index,1,operator_shape_matched,"[[],[],[],[0]]","[""Scalar"",""Scalar"",""Scalar"",""long int""]",null,40,29.632,aten,torch_aten,pytorch,eager,0.02318,0.02989
aten::arange,<anonymous>::elementwise_kernel_with_index,2,operator_shape_matched,"[[],[],[],[0]]","[""Scalar"",""Scalar"",""Scalar"",""int""]",null,16,11.743,aten,torch_aten,pytorch,eager,0.009186,0.011845
aten::index_select,at::native::<anonymous>::indexSelectSmallIndex,1,operator_shape_matched,"[[62080,5120],[],[2]]","[""c10::BFloat16"",""Scalar"",""long int""]",null,16,36.095,aten,torch_aten,pytorch,eager,0.028236,0.03641
aten::_unique2,at_cuda_detail::cub::detail::radix_sort::DeviceRadixSortSingleTileKernel,1,operator_shape_matched,"[[40],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar""]",null,4,35.584,aten,torch_aten,pytorch,eager,0.027836,0.035894
sglang.srt.layers.attention.triton_backend.get_num_kv_splits_triton,get_num_kv_splits_triton,1,native_marker_operator_shape_matched,"[[2],[2],[],[],[],[],[],[],[]]","[""torch.int32"",""torch.int64"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]"",""Scalar[int]""]",null,16,32.224,custom,third_party,sglang,eager,0.025208,0.422692
sglang.srt.layers.attention.utils.create_flashinfer_kv_indices_triton,create_flashinfer_kv_indices_triton,1,native_marker_operator_shape_matched,"[[3,262148],[2],[2],[3],[],[38],[]]","[""torch.int32"",""torch.int64"",""torch.int64"",""torch.int32"",""None"",""torch.int64"",""Scalar[int]""]",null,4,6.464,custom,third_party,flashinfer,eager,0.005057,0.08479
sglang.srt.layers.attention.utils.create_flashinfer_kv_indices_triton,create_flashinfer_kv_indices_triton,2,native_marker_operator_shape_matched,"[[3,262148],[2],[2],[3],[],[40],[]]","[""torch.int32"",""torch.int64"",""torch.int64"",""torch.int32"",""None"",""torch.int64"",""Scalar[int]""]",null,4,6.401,custom,third_party,flashinfer,eager,0.005007,0.083964
sglang.srt.layers.attention.utils.create_flashinfer_kv_indices_triton,create_flashinfer_kv_indices_triton,3,native_marker_operator_shape_matched,"[[3,262148],[2],[2],[3],[],[34],[]]","[""torch.int32"",""torch.int64"",""torch.int64"",""torch.int32"",""None"",""torch.int64"",""Scalar[int]""]",null,4,6.144,custom,third_party,flashinfer,eager,0.004806,0.080593
sglang.srt.layers.attention.utils.create_flashinfer_kv_indices_triton,create_flashinfer_kv_indices_triton,4,native_marker_operator_shape_matched,"[[3,262148],[2],[2],[3],[],[36],[]]","[""torch.int32"",""torch.int64"",""torch.int64"",""torch.int32"",""None"",""torch.int64"",""Scalar[int]""]",null,4,5.696,custom,third_party,flashinfer,eager,0.004456,0.074716
sglang.srt.layers.attention.utils.create_flashinfer_kv_indices_triton,create_flashinfer_kv_indices_triton,5,native_marker_operator_shape_matched,"[[3,262148],[2],[2],[3],[],[0],[]]","[""torch.int32"",""torch.int64"",""torch.int32"",""torch.int32"",""None"",""torch.int64"",""Scalar[int]""]",null,4,3.168,custom,third_party,flashinfer,eager,0.002478,0.041556
sglang.jit_kernel.resolve_future_token_ids.resolve_future_token_ids,<anonymous>::resolve_future_token_ids_kernel,1,native_marker_operator_shape_matched,"[[2],[74]]","[""torch.int64"",""torch.int64""]",null,16,22.721,custom,third_party,sglang,eager,0.017774,0.298038
sglang.jit_kernel.resolve_future_token_ids.resolve_future_token_ids,<anonymous>::resolve_future_token_ids_kernel,2,native_marker_operator_shape_matched,"[[32],[74]]","[""torch.int64"",""torch.int64""]",null,4,4.064,custom,third_party,sglang,eager,0.003179,0.053309
aten::cumsum,at_cuda_detail::cub::detail::scan::DeviceScanInitKernel,1,operator_shape_matched,"[[2],[],[]]","[""long int"",""Scalar"",""""]",null,16,12.64,aten,torch_aten,pytorch,eager,0.009888,0.01275
aten::cumsum,at_cuda_detail::cub::detail::scan::DeviceScanInitKernel,2,operator_shape_matched,"[[2],[],[]]","[""int"",""Scalar"",""""]",null,12,9.695,aten,torch_aten,pytorch,eager,0.007584,0.009779
aten::cumsum,at_cuda_detail::cub::detail::scan::DeviceScanInitKernel,3,operator_shape_matched,"[[3],[],[]]","[""int"",""Scalar"",""""]",null,4,3.2,custom,vendor,cuda,eager,0.002503,0.015197
triton_poi_fused___or___add_bitwise_and_bitwise_not_ge_lt_mul_sub_0,triton_poi_fused___or___add_bitwise_and_bitwise_not_ge_lt_mul_sub_0,1,operator_shape_matched,"[[2],[2],[2],[],[],[],[],[],[]]","[""long int"",""long int"",""bool"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",null,16,14.529,torch_compile,torch_fused,torchinductor,torch_compile,0.011366,79.930682
triton_poi_fused___or___add_bitwise_and_bitwise_not_ge_lt_mul_sub_0,triton_poi_fused___or___add_bitwise_and_bitwise_not_ge_lt_mul_sub_0,2,operator_shape_matched,"[[32],[32],[32],[],[],[],[],[],[]]","[""long int"",""long int"",""bool"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",null,4,3.648,torch_compile,torch_fused,torchinductor,torch_compile,0.002854,20.069318
sglang.jit_kernel.clamp_position.clamp_position,<anonymous>::clamp_position_kernel,1,native_marker_operator_shape_matched,"[[2],[2]]","[""torch.int64"",""torch.int64""]",null,16,14.721,custom,third_party,sglang,eager,0.011516,0.1931
aten::gather,at::native::vectorized_gather_kernel,1,operator_shape_matched,"[[62080,5120],[],[32,5120],[],[32,5120]]","[""c10::BFloat16"",""Scalar"",""long int"",""Scalar"",""c10::BFloat16""]",null,4,7.17,aten,torch_aten,pytorch,eager,0.005609,0.007232
aten::index,at::native::vectorized_gather_kernel,2,operator_shape_matched,"[[32,5120],[]]","[""c10::BFloat16"",""""]",null,4,5.632,aten,torch_aten,pytorch,eager,0.004406,0.005681
aten::_unique2,at_cuda_detail::cub::detail::select::DeviceSelectSweepKernel,1,operator_shape_matched,"[[40],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar""]",null,4,11.52,aten,torch_aten,pytorch,eager,0.009012,0.01162
aten::cat,at::native::<anonymous>::CatArrayBatchedCopy_contig,1,operator_shape_matched,"[[[1],[1]],[]]","[""TensorList"",""Scalar""]",null,8,9.151,aten,torch_aten,pytorch,eager,0.007158,0.009231
sglang.srt.mem_cache.common.write_req_to_token_pool_triton,write_req_to_token_pool_triton,1,native_marker_operator_shape_matched,"[[3,262148],[2],[2],[2],[2],[2],[32],[]]","[""torch.int32"",""torch.int64"",""torch.uint64"",""torch.int64"",""torch.int64"",""torch.int64"",""torch.int64"",""Scalar[int]""]",null,4,7.04,custom,third_party,sglang,eager,0.005507,0.092346
aten::cat,at::native::<anonymous>::CatArrayBatchedCopy_vectorized,1,operator_shape_matched,"[[[20],[20]],[]]","[""TensorList"",""Scalar""]",null,4,5.152,aten,torch_aten,pytorch,eager,0.00403,0.005197
aten::cat,at::native::<anonymous>::CatArrayBatchedCopy_alignedK_contig,1,operator_shape_matched,"[[[1],[2]],[]]","[""TensorList"",""Scalar""]",null,4,5.12,custom,vendor,cuda,eager,0.004005,0.024316
sglang.srt.model_executor.forward_batch_info.compute_position_kernel,compute_position_kernel,1,native_marker_operator_shape_matched,"[[32],[2],[2],[2],[]]","[""torch.int64"",""torch.int32"",""torch.int32"",""torch.int32"",""Scalar[bool]""]",null,4,4.448,custom,third_party,sglang,eager,0.00348,0.058346
aten::_unique2,at_cuda_detail::cub::detail::scan::DeviceCompactInitKernel,1,operator_shape_matched,"[[40],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar""]",null,4,3.136,aten,torch_aten,pytorch,eager,0.002453,0.003163
